,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
118,Bredasdorp,100,ZA,1597780318,76,-34.53,20.04,50.0,8.05
119,Ankang,100,CN,1597780318,89,32.68,109.02,69.91,0.98
120,Lovozero,76,RU,1597780318,72,68.0,35.01,48.69,4.54
121,Anadyr,90,RU,1597780318,100,64.75,177.48,44.6,4.47
122,Safi,0,MA,1597780318,79,32.3,-9.24,72.01,19.8
123,Vila Franca do Campo,75,PT,1597780319,94,37.72,-25.43,75.2,18.34
124,Malanje,0,AO,1597780319,45,-9.54,16.34,70.65,6.91
125,Turan,75,VN,1597780319,88,16.07,108.22,78.8,3.36
126,Jodiya,100,IN,1597780319,85,22.69,70.31,82.15,16.2
127,Lagos,20,NG,1597780319,88,6.58,3.75,77.0,8.05
128,Lleida,100,ES,1597780320,60,41.62,0.62,77.0,4.7
129,Athabasca,21,CA,1597780320,47,54.72,-113.29,82.13,4.99
130,Naze,75,JP,1597780264,100,28.37,129.48,78.8,3.36
131,Barra do Garças,1,BR,1597780320,15,-15.89,-52.26,98.96,8.66
132,Souillac,20,MU,1597780320,73,-20.52,57.52,71.6,13.87
133,Evensk,100,RU,1597780321,81,61.95,159.23,49.39,5.44
134,Ancud,75,CL,1597780321,75,-41.87,-73.82,42.8,10.29
135,Cabo San Lucas,75,MX,1597780321,62,22.89,-109.91,91.4,12.75
136,Hualmay,17,PE,1597780321,66,-11.1,-77.61,65.61,12.71
137,Castro,100,BR,1597780321,91,-24.79,-50.01,61.9,6.82
138,Manicoré,0,BR,1597780321,17,-5.81,-61.3,103.42,4.16
139,Batticaloa,97,LK,1597780322,82,7.71,81.69,80.2,5.91
140,Huarmey,3,PE,1597780322,65,-10.07,-78.15,66.76,13.22
141,Saint Anthony,1,US,1597780322,41,45.02,-93.22,81.0,3.69
142,Caravelas,1,BR,1597780322,75,-17.71,-39.25,75.4,8.9
143,Taganak,20,PH,1597780322,94,6.08,118.3,78.8,3.36
144,Shimanovsk,0,RU,1597780322,71,52.0,127.7,46.54,9.62
145,Maputo,75,MZ,1597780080,77,-25.97,32.59,69.8,13.87
146,San Patricio,75,MX,1597780323,94,19.22,-104.7,78.8,9.17
147,Pathein,100,MM,1597780323,89,16.78,94.73,78.46,5.86
148,Arica,35,CL,1597780323,68,-18.48,-70.3,64.4,11.41
149,Marsabit,69,KE,1597780323,72,2.33,37.99,66.45,20.67
150,Provincia di Cagliari,27,IT,1597780323,65,39.24,9.09,84.99,11.41
151,Antakya,4,TR,1597780324,65,36.21,36.16,82.4,6.93
152,Poyarkovo,31,RU,1597780324,78,49.6,128.68,46.53,7.58
153,Kahului,75,US,1597780324,51,20.89,-156.47,86.0,20.8
154,Shirpur,100,IN,1597780324,89,21.35,74.88,77.72,10.58
155,Santa Isabel Rio Negro,97,BR,1597780324,42,-0.41,-65.02,94.6,3.58
156,Salinópolis,8,BR,1597780324,73,-0.61,-47.36,82.81,14.61
157,Simao,100,CN,1597780325,97,22.79,100.97,64.47,1.52
158,Egvekinot,4,RU,1597780325,75,66.32,-179.17,47.55,0.43
159,Aksu,97,CN,1597780325,26,41.12,80.26,79.72,12.97
160,Khilok,42,RU,1597780128,80,51.37,110.47,42.67,3.98
161,Genhe,0,CN,1597780325,83,50.78,121.52,38.08,1.9
162,Bathsheba,75,BB,1597780325,70,13.22,-59.52,86.0,12.75
163,Port-Gentil,64,GA,1597780325,87,-0.72,8.78,76.3,16.33
164,Kirkuk,0,IQ,1597780326,15,35.47,44.39,81.77,5.35
165,Bambous Virieux,20,MU,1597780249,73,-20.34,57.76,71.6,13.87
166,Qasigiannguit,75,GL,1597780326,40,68.82,-51.19,53.6,3.36
167,Vao,24,NC,1597780326,61,-22.67,167.48,68.67,10.71
168,Lata,0,PT,1597780326,67,40.16,-8.33,73.99,5.99
169,Yar-Sale,94,RU,1597780326,77,66.83,70.83,56.1,11.48
170,Mount Gambier,90,AU,1597780326,93,-37.83,140.77,46.4,4.16
171,Preobrazheniye,0,RU,1597780327,87,42.9,133.91,71.01,8.23
172,Kodīnar,99,IN,1597780327,85,20.79,70.7,81.1,16.28
173,Kruisfontein,76,ZA,1597780327,79,-34.0,24.73,48.47,19.93
174,Luanda,75,AO,1597780289,78,-8.84,13.23,71.6,6.93
175,Dhidhdhoo,100,MV,1597780327,72,6.88,73.1,82.2,6.73
176,Pevek,100,RU,1597780210,87,69.7,170.31,39.61,11.43
177,Izumo,20,JP,1597780328,94,35.37,132.77,75.2,4.7
178,Romitan,0,UZ,1597780328,40,39.93,64.38,68.0,6.93
179,Snezhnogorsk,40,RU,1597780328,81,69.19,33.25,50.0,4.47
180,Hasaki,75,JP,1597780328,94,35.73,140.83,77.0,6.93
181,Storsteinnes,75,NO,1597780328,93,69.24,19.23,50.0,11.41
182,Taman',0,RU,1597780328,64,45.21,36.72,69.8,6.71
183,Bengkulu,45,ID,1597780328,83,-3.8,102.27,75.78,4.43
184,Bhīm Tāl,11,IN,1597780329,100,29.35,79.57,65.28,0.6
185,Aklavik,20,CA,1597780329,62,68.22,-135.01,59.0,10.29
186,Pringsewu,99,ID,1597780329,91,-5.36,104.97,73.49,1.16
187,Havre-St-Pierre,75,CA,1597780329,60,50.23,-63.6,68.0,10.29
188,Kunashak,75,RU,1597780329,100,55.7,61.55,50.0,15.66
189,Cootamundra,78,AU,1597780329,88,-34.65,148.03,46.0,1.99
190,Westfield,40,US,1597780329,37,42.13,-72.75,84.0,10.29
191,Kalmunai,73,LK,1597780330,83,7.42,81.82,79.84,5.5
192,Hobart,75,AU,1597780217,75,-42.88,147.33,44.6,2.24
193,Geraldton,100,AU,1597780034,100,-28.77,114.6,46.4,8.05
194,Humaitá,1,BR,1597780330,20,-7.51,-63.02,103.64,4.29
195,Thompson,75,CA,1597780330,56,55.74,-97.86,69.8,4.7
196,Saskylakh,100,RU,1597780032,84,71.92,114.08,44.67,12.12
197,Nyrob,100,RU,1597780330,97,60.73,56.72,48.69,6.11
198,São Filipe,41,CV,1597780286,85,14.9,-24.5,79.27,3.98
199,Laguna,1,US,1597780331,26,38.42,-121.42,100.99,9.17
200,Yangi Marg`ilon,21,UZ,1597780331,56,40.43,71.72,69.8,4.7
201,Ponta Delgada,75,PT,1597780307,94,37.73,-25.67,75.2,18.34
202,Touros,40,BR,1597780331,74,-5.2,-35.46,78.8,11.41
203,Tsumeb,0,NA,1597780331,28,-19.23,17.72,58.01,16.69
204,Rokupr,100,SL,1597780332,96,8.67,-12.39,75.15,4.65
205,Bandarbeyla,100,SO,1597780332,79,9.49,50.81,77.2,32.7
206,Kharp,98,RU,1597780332,86,66.8,65.81,51.91,9.26
207,Bonthe,80,SL,1597780332,89,7.53,-12.51,76.77,9.13
208,Blind River,20,CA,1597780332,52,46.18,-82.96,69.8,6.93
209,Teahupoo,20,PF,1597780332,65,-17.83,-149.27,82.4,1.12
210,Umm Kaddadah,99,SD,1597780332,45,13.6,26.69,87.73,6.87
211,Vung Tau,100,VN,1597780333,78,10.35,107.08,81.39,11.32
212,The Valley,40,AI,1597780333,66,18.22,-63.06,89.6,19.46
213,Laas,75,IT,1597780333,77,46.62,10.7,60.8,4.7
214,Nanortalik,0,GL,1597780333,64,60.14,-45.24,52.12,6.87
215,Dwārka,100,IN,1597780333,83,22.24,68.97,82.76,17.49
216,Dudinka,29,RU,1597780334,62,69.41,86.18,57.2,6.71
217,Bowen,0,AU,1597780334,100,-20.02,148.23,61.0,8.43
218,Punuare,22,HN,1597780334,72,14.73,-85.97,84.49,5.08
219,Quatre Cocos,20,MU,1597780334,73,-20.21,57.76,71.6,13.87
220,Kobylí,78,CZ,1597780334,88,48.93,16.89,68.0,4.7
221,Kyshtovka,0,RU,1597780334,92,56.55,76.63,51.28,7.7
222,Portland,20,US,1597780235,56,45.52,-122.68,79.0,11.41
223,Atyrau,3,KZ,1597780247,39,47.12,51.88,64.4,8.95
224,Ocotepec,97,MX,1597780335,100,17.22,-93.15,65.95,4.9
225,Umluj,0,SA,1597780335,54,25.02,37.27,88.25,4.16
226,Imbituba,75,BR,1597780335,88,-28.24,-48.67,68.0,12.75
227,Marsh Harbour,34,BS,1597780335,65,26.54,-77.06,85.39,6.49
228,Isangel,20,VU,1597780296,88,-19.55,169.27,68.0,8.03
229,Verkhnevilyuysk,90,RU,1597780336,62,63.45,120.32,52.61,5.57
230,Yemanzhelinsk,75,RU,1597780337,100,54.75,61.32,50.0,15.66
231,Vardø,87,NO,1597780123,87,70.37,31.11,50.0,14.99
232,Sechura,100,PE,1597780337,51,-5.56,-80.82,74.84,17.09
233,Banda Aceh,47,ID,1597780337,79,5.56,95.32,79.66,5.53
234,Bétaré Oya,95,CM,1597780337,95,5.6,14.08,68.61,2.04
235,Marsassoum,91,SN,1597780337,85,12.83,-15.98,79.7,7.23
236,Lüderitz,0,NA,1597780338,45,-26.65,15.16,57.56,24.81
237,Eyl,99,SO,1597780338,76,7.98,49.82,78.24,25.32
238,Spas-Demensk,99,RU,1597780338,79,54.41,34.02,55.62,4.81
239,Cedar City,1,US,1597780081,6,37.68,-113.06,95.0,3.36
240,Bamiantong,100,CN,1597780338,93,44.93,130.53,65.84,5.93
241,Mandalī,0,IQ,1597780338,15,33.75,45.55,83.93,5.86
242,Hammerfest,75,NO,1597780338,100,70.66,23.68,48.2,13.87
243,New Norfolk,45,AU,1597780220,84,-42.78,147.06,41.0,2.3
244,Alta Floresta,14,BR,1597780339,15,-9.88,-56.09,102.2,5.82
245,Tiznit Province,0,MA,1597780339,63,29.58,-9.5,70.59,2.68
246,Port Blair,100,IN,1597780326,79,11.67,92.75,82.24,13.94
247,Örnsköldsvik,3,SE,1597780339,93,63.29,18.72,60.8,3.36
248,Ponta do Sol,0,PT,1597780321,83,32.67,-17.1,72.0,3.02
249,Aswān,0,EG,1597780339,14,24.09,32.91,93.29,11.79
250,Nishihara,20,JP,1597780339,88,26.18,127.76,82.4,3.36
251,Ambilobe,6,MG,1597780340,72,-13.2,49.05,68.25,5.91
252,Palmas,40,BR,1597780174,28,-10.21,-48.36,96.8,6.93
253,Izhma,100,RU,1597780340,97,65.01,53.91,49.59,5.12
254,Caucayá,55,CO,1597780340,49,-0.19,-74.78,91.96,0.81
255,Nouakchott,40,MR,1597780211,74,18.09,-15.98,84.2,18.34
256,College,20,US,1597780329,55,64.86,-147.8,68.0,3.11
257,Dalvik,90,IS,1597780340,76,65.97,-18.53,51.8,16.11
258,Reserva,100,BR,1597780074,99,-24.65,-50.85,61.61,3.83
259,Port Hedland,0,AU,1597780261,62,-20.32,118.57,55.4,5.82
260,Hobyo,33,SO,1597780341,83,5.35,48.53,77.4,26.15
261,Vanderhoof,100,CA,1597780341,74,54.02,-124.02,61.45,2.84
262,Srandakan,71,ID,1597780341,85,-7.94,110.25,74.88,9.62
263,Waipawa,100,NZ,1597780341,66,-41.41,175.52,53.6,6.93
264,Nova Serrana,0,BR,1597780341,32,-19.88,-44.98,85.53,5.12
265,Barcelos,75,PT,1597780053,94,41.54,-8.62,70.0,11.41
266,Blythe,0,US,1597780138,18,33.61,-114.6,109.99,1.01
267,Bauska,85,LV,1597780342,77,56.41,24.19,64.4,3.36
268,Baie-Saint-Paul,100,CA,1597780342,91,47.44,-70.5,68.0,5.99
269,Kongolo,1,CD,1597780342,30,-5.38,27.0,81.41,3.06
270,Yaan,100,NG,1597780342,91,7.38,8.57,76.14,2.01
271,Komsomolets,89,KZ,1597780343,84,53.75,62.07,50.05,11.21
272,Sitka,40,US,1597780343,82,57.05,-135.33,57.2,3.36
273,Petropavlovsk-Kamchatskiy,90,RU,1597780343,100,53.05,158.65,51.8,6.71
274,Visby,0,SE,1597780343,100,57.64,18.3,66.0,3.36
275,Constitución,100,CL,1597780343,72,-35.33,-72.42,53.04,9.48
276,Mitú,31,CO,1597780343,55,1.2,-70.17,87.44,2.1
277,Almeirim,47,BR,1597780343,43,-1.52,-52.58,92.79,3.74
278,Ayr,40,GB,1597780344,88,55.46,-4.63,63.0,6.24
279,Cocoa,75,US,1597780344,79,28.39,-80.74,88.0,9.17
280,Mahon,20,ES,1597780344,78,39.89,4.27,78.8,3.36
281,Portsmouth,0,GB,1597780146,84,50.8,-1.09,66.99,7.78
282,Uyuni,0,BO,1597780209,38,-20.46,-66.83,49.1,46.8
283,Belmonte,40,BR,1597780344,69,-15.86,-38.88,77.0,6.93
284,Ushtobe,4,KZ,1597780345,48,45.25,77.98,63.27,7.36
285,Port Hardy,90,CA,1597780345,93,50.7,-127.42,60.8,3.36
286,Caraballeda,75,VE,1597780345,78,10.61,-66.85,82.4,4.7
287,Lydenburg,0,ZA,1597780345,40,-25.1,30.46,61.0,3.4
288,Vostok,85,RU,1597780345,100,46.49,135.88,59.32,2.1
289,West Wendover,1,US,1597780345,17,40.74,-114.07,93.2,10.29
290,Vestmannaeyjar,52,IS,1597780346,85,63.44,-20.27,53.56,22.19
291,Zhuhai,75,CN,1597780346,94,22.28,113.57,78.8,34.45
292,Dingle,100,PH,1597780346,91,11.0,122.67,75.07,3.33
293,Mahébourg,20,MU,1597780346,73,-20.41,57.7,71.6,13.87
294,Ucar,75,AZ,1597780346,56,40.52,47.65,73.4,4.7
295,Tūkrah,0,LY,1597780346,84,32.53,20.58,77.4,3.09
296,Świnoujście,100,PL,1597780347,95,53.91,14.25,69.01,9.01
297,Matipó,13,BR,1597780347,64,-20.28,-42.34,73.98,7.36
298,Maryville,20,US,1597780274,42,35.76,-83.97,89.01,4.7
299,Ukiah,1,US,1597780192,41,39.15,-123.21,97.0,3.36
300,Alice,20,US,1597780347,39,27.75,-98.07,96.8,8.05
301,Seymchan,100,RU,1597780347,90,62.88,152.43,46.2,1.95
302,Ilulissat,75,GL,1597780348,40,69.22,-51.1,53.6,3.36
303,Havøysund,75,NO,1597780348,93,71.0,24.66,48.2,5.82
304,Fairbanks,1,US,1597780172,45,64.84,-147.72,68.0,3.36
305,Burnie,100,AU,1597780331,91,-41.07,145.92,44.01,1.99
306,Pontevedra,40,ES,1597780348,88,42.43,-8.64,71.01,12.75
307,Manta,40,EC,1597780348,62,-0.95,-80.73,86.0,10.29
308,Hvide Sande,100,DK,1597780349,76,56.0,8.13,64.99,6.24
309,Asău,4,RO,1597780349,85,46.43,26.4,61.0,3.4
310,Bria,99,CF,1597780349,89,6.54,21.99,72.59,2.82
311,Red Bluff,1,US,1597780321,24,40.18,-122.24,100.4,4.7
312,Jizan,40,SA,1597780349,50,17.33,42.67,95.0,9.17
313,Lebanon,75,US,1597780146,45,36.21,-86.29,87.8,9.17
314,Taywarah,0,AF,1597780349,45,33.35,64.42,51.66,6.17
315,Jalu,0,LY,1597780262,33,29.03,21.55,86.32,12.06
316,Carauari,15,BR,1597780350,44,-4.88,-66.9,93.45,3.38
317,Yulara,0,AU,1597780350,48,-25.24,130.99,44.6,8.05
318,Antofagasta,20,CL,1597780232,58,-23.65,-70.4,59.0,14.99
319,Bariloche,75,AR,1597780350,35,-41.15,-71.31,39.2,12.75
320,Aljezur,0,PT,1597780350,57,37.32,-8.8,79.0,10.51
321,Dikson,0,RU,1597780350,71,73.51,80.55,52.79,6.02
322,Raudeberg,0,NO,1597780350,83,61.99,5.14,64.99,3.8
323,Peterhead,90,GB,1597780351,87,57.51,-1.8,61.0,5.82
324,Pascagoula,75,US,1597780055,59,30.37,-88.56,93.0,6.93
325,Walvis Bay,0,NA,1597780351,58,-22.96,14.51,55.99,9.17
326,Campo Maior,45,BR,1597780351,18,-4.83,-42.17,98.1,4.94
327,Provideniya,100,RU,1597780238,69,64.38,-173.3,52.07,6.71
328,Jimma,100,ET,1597780351,91,7.67,36.83,61.18,2.37
329,Kudahuvadhoo,47,MV,1597780351,67,2.67,72.89,82.81,4.61
330,Megion,40,RU,1597780351,87,61.03,76.11,59.0,4.47
331,Jiuquan,0,CN,1597780352,29,39.74,98.52,62.98,1.39
332,Vokhma,0,RU,1597780352,84,58.93,46.76,44.26,6.91
333,Abong Mbang,87,CM,1597780352,95,3.98,13.18,70.25,2.68
334,Ghanzi,0,BW,1597780352,50,-21.57,21.78,46.42,10.36
335,Sulangan,100,PH,1597780345,74,11.14,123.72,82.76,11.52
336,Erenhot,0,CN,1597780352,78,43.65,111.98,62.53,12.48
337,Atherton,10,GB,1597780353,72,53.52,-2.49,68.0,1.83
338,Odda,27,NO,1597780353,82,60.07,6.55,66.0,1.99
339,Kaduqli,100,SD,1597780353,89,11.02,29.72,74.35,6.26
340,Otradnoye,0,RU,1597780068,67,59.78,30.82,59.0,4.47
341,Merauke,1,ID,1597780239,79,-8.47,140.33,72.1,11.88
342,Paamiut,0,GL,1597780353,71,61.99,-49.67,47.79,4.74
343,Erzin,0,TR,1597780354,80,36.96,36.2,82.0,1.12
344,Kattivākkam,75,IN,1597780354,83,13.22,80.32,84.2,3.36
345,Gambēla,100,ET,1597780354,94,8.25,34.58,70.16,2.86
346,Ipilan,100,PH,1597780354,80,8.84,117.9,78.94,2.66
347,Okhotsk,100,RU,1597780355,86,59.38,143.3,52.3,10.25
348,Klaksvík,100,FO,1597780202,81,62.23,-6.59,51.8,1.12
349,Wiarton,75,CA,1597780355,68,44.74,-81.13,68.0,4.7
350,Margate,0,GB,1597780264,80,51.38,1.39,66.99,1.01
351,Kuching,40,MY,1597780355,100,1.55,110.33,73.4,1.12
352,Maltahöhe,0,NA,1597780355,59,-24.83,16.98,41.81,11.1
353,Saint-Leu,21,RE,1597780355,77,-21.15,55.28,69.8,4.7
354,Khorixas,0,NA,1597780356,46,-20.37,14.97,49.64,6.31
355,Xichang,100,CN,1597780356,83,27.9,102.26,60.22,3.09
356,Severodvinsk,0,RU,1597780356,87,64.56,39.83,44.6,4.47
357,Qarchī Gak,0,AF,1597780356,27,37.04,66.79,82.4,9.17
358,Santa Barbara,1,US,1597780356,57,34.42,-119.7,98.01,10.29
359,Berlevåg,75,NO,1597780357,76,70.86,29.09,51.8,13.87
360,Belaya Gora,100,RU,1597780357,59,68.53,146.42,48.18,2.06
361,Goderich,0,CA,1597780357,79,43.75,-81.72,71.01,5.99
362,Avesta,61,SE,1597780357,68,60.15,16.17,68.0,1.01
363,Sandwick,100,GB,1597780357,100,60.0,-1.25,59.0,4.7
364,Kiunga,63,PG,1597780357,96,-6.12,141.29,69.42,2.51
365,Bonavista,100,CA,1597780357,77,48.65,-53.11,60.01,11.01
366,Kushmurun,24,KZ,1597780358,83,52.45,64.63,53.98,7.45
367,Cidreira,99,BR,1597780180,94,-30.18,-50.21,63.52,10.92
368,San Felipe,100,VE,1597780358,86,10.34,-68.74,80.28,2.44
369,Gorin,99,RU,1597780358,92,51.2,136.67,52.02,3.15
370,Stokmarknes,75,NO,1597780358,81,68.56,14.91,51.8,8.05
371,Tiarei,20,PF,1597780358,65,-17.53,-149.33,82.4,1.12
372,Ribeira Brava,0,PT,1597780359,83,32.65,-17.07,72.0,2.39
